Text,Paraphrase
Why should you want to do that?,Why do you need to do that?
I just hope this is enough.,I only hope that that is enough.
I only hope that's enough.,I only hope that that's enough.
Tom hardly ever does that anymore.,Tom seldom does that anymore.
Who benefited from that?,We benefited from that.
Who benefits from this?,Who benefits from that?
None of us plan to do that.,None of us plan on doing that.
Things could be worse.,Things could've been worse.
It's really not worth the effort.,It really isn't worth the trouble.
What are their motives?,What are her motives?
It was a put-up job.,That game was rigged.
Tom's cat had nine kittens.,Tom's cat has got nine kids.
Where's the bartender?,Where is the waitress?
Where is the waiter?,Where's the waiter?
I don't think Tom can dance.,I don't think Tom knows how to dance.
Tom has the experience necessary.,Tom has the necessary experience.
Is there a live band or a DJ in this club?,"Does this club have a live band, or is there a DJ?"
Those who laugh much are happier than those who laugh little.,People who laugh a lot are much happier than those who don't laugh very much.
I thought there was a possibility that Tom was going to break the contract.,I thought that Tom might be breaking the contract.
I know someone needs to tell Tom about Mary's death. Does it have to be me?,"I know that someone has informed Tom about Mary's death. But why is it me who has to be that ""someone""?"
You need to sit.,You have to sit down.
Tom can play a flute.,Tom can play the flute.
"If you don't leave, I'm calling the cops.","If you don't leave, I'm going to call the police."
Please see to it that the dog doesn't go out.,Please make sure that the dog doesn't go outside.
He washes his hair.,He's washing his hair.
Tom wants to know if you've heard from Mary.,Tom wants to know if you have heard from Marie.
Tom is Mary's boyfriend.,Tom is Mary's fiancé.
How does one write a good curriculum vitae?,How do you write a good CV?
That could be helpful.,This could come in handy.
Jim was able to hold back his anger.,Jim managed to control his anger.
This is a nice change of pace.,It's a welcome change.
My colleagues welcomed me very warmly.,My colleagues warmly welcomed me.
You're welcome to come with us if you want to.,"If you want to come with us, you're welcome."
It's a good choice.,Good pick!
He hurt me on purpose.,He hurt me deliberately.
Tom seems very scared.,Tom looks very afraid.
How long do you plan to stay here?,How long are you planning to stay here?
I found a pair of gloves under the chair.,I found the gloves that were under the chair.
Are you suggesting that I am lying?,Are you suggesting I'm lying?
I bet Tom was real happy.,I bet Tom was very happy.
Mary has big breasts.,Mary has big boobs.
Mary has small breasts.,Mary has small boobs.
"Every now and then, we eat out.","Once in a while, we eat out."
America's radioactive waste may be targeted in terrorist attacks.,The radioactive waste of the United States may be targeted in terrorist attacks.
Tom does not read books.,Tom doesn't read books.
Did you do this all yourself?,Did you make that all by yourself?
Do you understand what the problem is?,Do you understand my problem?
He went into the bank.,She went to the bank.
Not everyone's like you.,Not everyone is like you.
It's now time to leave.,It is already time to leave.
Tom was arrested in Boston.,Tom was apprehended in Boston.
Go help Tom.,Go and help Tom.
Not all browsers are secure.,Browsers are not all secure.
This rope is very tough.,This rope is really durable.
I'm learning Aramaic.,I am learning Aramaic.
I can't draw.,I can't paint.
Who's complaining?,Who is complaining?
There are no secrets that time does not reveal.,It'll all come out in the wash.
Tom will take the bus.,Tom is going to take the bus.
Today at noon we'll eat cherries from Italy.,"Today, at midday, we shall eat cherries from Italy."
Tom must be stopped.,Tom has to be stopped.
That's one of my favourite songs.,That's one of my favorite songs.
"Every time I went to see her, she went out.","Every time that I came to visit her, she had already left."
I've got two tickets for the concert. Wanna come?,I've got two tickets for the concert. Would you like to come with me?
Tom said he wasn't injured.,Tom said that he wasn't hurt.
"Don't lose heart, Tom.","Hold up, Tom."
"Hold on, Tom.","Keep it together, Tom."
You do not help me.,You're not helping me.
That man is in love with my sister.,This man loves my sister.
Tom didn't seem impressed.,Tom didn't look impressed.
Tom has bigger hands than me.,Tom's hands are bigger than mine.
Here's to you!,"Here's looking at you, kid."
Dative is the death of genitive.,Dative spells the death of the genitive.
I can't do this without you.,I can't do that without you.
He is Ethiopian.,She is Ethiopian.
The mail has arrived.,The post has arrived.
It is generally believed that he was innocent.,The public hold him to be innocent.
We're all linked in friendship.,We are all united in friendship.
Red alert!,Go to red alert.
We have to rent a room to hold the party in.,We have to rent a room for our party.
I want to get better at playing the guitar.,I want to play the guitar better.
I'll bring my sister when I come next time.,"This time, I'll come with my sister."
Tom seems to be unreliable.,Tom seems unreliable.
Tom was untrustworthy.,Tom was unreliable.
Tom is very unreliable.,Tom is very undependable.
We have less than three minutes left.,We've got less than three minutes.
Tom is one of the richest men in the world.,Tom is one of the world's richest men.
He is in good temper.,She's in a good mood.
I have many enemies.,I have a lot of enemies.
I don't have any allergies.,I have no allergies.
I'm not paid much.,I don't get paid very much.
I promised Tom I'd wait.,I promised Tom that I'd wait.
I didn't have to do that.,I didn't need to do that.
I came here on my own.,I came here alone.
I wanted to dance.,I felt like dancing.
I began working.,I started working.
I got on the bus.,I boarded the bus.
I don't watch much TV.,I don't watch a lot of TV.
Tom can speak three foreign languages.,Tom can speak three different languages.
"Tom is strong, isn't he?","Tom is resilient, isn't he?"
Tom appears to be quite upset.,Tom looks pretty upset.
Tom is very curious.,Tom is too nosy.
We'll take care of that later.,We'll deal with that later.
We'll deal with this later.,We'll deal with it later.
We'll deal with him later.,We'll deal with her later.
What're you doing in my house?,Why are you in my house?
How long will it be to dinner?,How much time before dinner?
I still haven't found Tom.,I haven't found Tom yet.
What don't you like about your job?,What do you dislike about your job?
I have a couple questions.,I have a few questions.
Where's my beer?,Where is my beer?
Where's my food?,Where is my food?
What are the first five letters of your email?,What are the five first letters of your e-mail address?
