Text,Paraphrase
Can I have some more milk?,Am I allowed a little more milk?
Would you like a cup of milk?,Would you like a mug of milk.
How about some milk?,Do you want some milk?
I want three sugars in my milk.,I'd like three lumps of sugar in the milk.
This milk is free from germs.,This milk is germ-free.
This milk has a peculiar taste.,This milk tastes odd.
This milk has a peculiar smell.,This milk smells funny.
There is a little milk in the glass.,There's almost no milk in the glass.
Our cow doesn't give us any milk.,Our cow does not give milk to us.
"Oh, is that the way you milk a cow?","Ah, so that's how you milk a cow?"
A whale is a mammal; in other words it feeds milk to its young.,"Whales are mammals, which means they feed their young milk."
"Add a little more milk to my tea, please.",Could I please have a little bit more milk for my tea?
I have drunk all my milk.,I drank all the milk.
"You can make a cake with flour, milk and an egg.","With flour, milk and an egg, one can bake a cake."
He drank a whole bottle of milk.,He drank an entire bottle of milk.
"He gave me some bread, also some milk.",He gave me bread and milk.
She always buys milk.,She still buys milk.
She stirred the milk into her coffee.,She added milk to the coffee.
Low-fat milk for me.,I'll have skim milk.
I like milk more than juice.,I prefer milk to juice.
Give me more milk!,Give me some more milk!
The girl buys milk at the market.,My daughter is buying milk from the store.
The girl is buying milk at the supermarket.,My daughter is buying milk in the shop.
People don't buy milk at this market.,People don't buy milk from this store.
There's milk in the fridge.,The milk is in the fridge.
I always drink milk with my breakfast.,I always try to drink milk at breakfast.
The kid is drinking the milk.,The child is drinking some milk.
I want some milk.,I like milk.
I've never drank milk with tea.,I never drink tea with milk.
We don't have any more bread.,We don't have any bread left.
"White bread, please.",I would like some white bread.
Bread has gone up ten yen in price.,The price of bread rose by ten yen.
I ate nothing but bread and butter.,I haven't eaten anything but bread and butter.
I prefer rice to bread.,I like rice more than bread.
Don't do anything by halves.,Don't leave things half finished.
Don't do anything halfway.,Never do things by halves.
He earns a living.,She brings home the bread and butter.
He was so poor that he could not buy the bread.,He was so poor that he couldn't buy bread.
She spread the butter on the bread.,She put some butter on her bread.
Bread and games.,Bread and circuses.
He who pays the piper calls the tune.,"Whose ever bread one eats, his language one speaks."
"Whose bread I eat, his song I sing.",We sing the song of him whose bread we eat.
Would you like bread?,Do you want bread?
"Will you buy me some bread, please?","I'm sorry, but could you buy me some bread?"
The butter on the bread is very good.,Bread with butter tastes very good.
He ate bread with butter.,He ate bread and butter.
Man lives not by bread alone.,Man shall not live by bread alone.
All these eggs are not fresh.,Not all of these eggs are fresh.
I ran into an old friend.,I met an old friend by chance.
Take some aspirin.,Take an aspirin.
I am on good terms with him.,He is on friendly terms with her.
Tom was dismissed without notice.,Tom was fired without notice.
My father is fifty years old.,My father is in his fifties.
The train is bound for Niigata.,That train is going to Niigata.
He decided to marry her.,He made up his mind to marry her.
She decided to marry him.,He decided to become her husband.
I bought fresh bread.,I bought some fresh bread.
Let me go and buy some bread.,Let me buy bread.
May I trouble you to pass me the pepper?,Could you please pass me the pepper?
He's a bread junkie.,He's a bread addict.
Bread's in the oven.,The bread is in the oven.
I'll go buy some bread.,I'm going to buy some bread.
The bread went hard.,That bread has started to go stale.
This shirt looks good on you.,This shirt suits you well.
I'm not crying.,I don't cry.
I can hide everywhere.,I can hide anywhere.
He works at night.,They work at night.
"In my opinion, Esperanto is very difficult.",I think that Esperanto is a difficult language.
He knows whatever.,He knows everything.
He is up to date.,She knows everything.
They know everything.,You know everything.
I will do what you say.,I'll do as you say.
They broke into laughter.,They burst out laughing.
He observed that we should probably have rain.,He said that it would probably rain.
The wind is blowing from the north.,A north wind is blowing.
May I ask you to call me back later?,Could you call me later?
Get up early.,You should keep early hours.
Keep early hours.,You should get up early.
I have an idea she will come today.,I have a feeling that she'll come today.
Choose three books at random.,"It doesn't matter which, just pick three books."
They don't like me.,You don't love me!
You're ignoring me.,He dislikes me.
She doesn't love me.,She ignored me.
He ignored me.,You don't care about me.
You hate me.,You ignored me.
She doesn't like me.,She paid no attention to me.
What's the reason that made you call me?,Why did you call me?
This sort of work calls for a lot of patience.,This kind of work requires a lot of patience.
I know that you know that I know.,I know you know I know.
This is a painting.,This is a picture.
The man is drinking coffee.,The man drinks an Arabic drink.
I'm learning Esperanto.,I study Esperanto.
My friend Alexander speaks Spanish.,"Alexander, a friend of mine, speaks Spanish."
